,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Event Name,Event Type,Department,Event Date,Feedback Comments,Overall Satisfaction
895,351,8,5,8,10,1,9,7,7,AI Workshop,Workshop,Computer Science,22/10/2033,"It was okay, but could be better.",6.88
896,628,10,10,4,7,1,7,3,9,Robotics Challenge,Tech Fest,Mechanical,26/10/2033,Amazing and very helpful!,6.38
897,33,8,5,6,1,8,7,7,2,Business Seminar,Seminar,Business,30/10/2033,Disorganized and waste of time.,5.50
898,972,7,9,4,1,1,2,1,10,Cultural Night,Cultural,Student Affairs,03/11/2033,Amazing and very helpful!,4.38
899,535,5,10,5,9,9,8,1,9,Code-a-thon,Tech Fest,Computer Science,07/11/2033,Amazing and very helpful!,7.00
900,959,8,4,5,5,10,7,3,2,AI Workshop,Workshop,Computer Science,11/11/2033,Disorganized and waste of time.,5.50
901,794,10,4,4,8,6,8,6,9,Robotics Challenge,Tech Fest,Mechanical,15/11/2033,Amazing and very helpful!,6.88
902,313,5,7,7,3,7,10,1,1,Business Seminar,Seminar,Business,19/11/2033,Disorganized and waste of time.,5.13
903,127,5,8,4,9,7,7,7,6,Cultural Night,Cultural,Student Affairs,23/11/2033,"It was okay, but could be better.",6.63
904,245,10,6,4,9,9,2,7,7,Code-a-thon,Tech Fest,Computer Science,27/11/2033,"It was okay, but could be better.",6.75
905,773,9,5,8,9,1,10,4,8,AI Workshop,Workshop,Computer Science,01/12/2033,Amazing and very helpful!,6.75
906,69,8,6,6,1,9,1,9,7,Robotics Challenge,Tech Fest,Mechanical,05/12/2033,"It was okay, but could be better.",5.88
907,141,8,6,6,5,4,9,5,2,Business Seminar,Seminar,Business,09/12/2033,Disorganized and waste of time.,5.63
908,139,8,3,4,10,6,1,1,5,Cultural Night,Cultural,Student Affairs,13/12/2033,"It was okay, but could be better.",4.75
909,398,6,9,6,10,7,4,5,9,Code-a-thon,Tech Fest,Computer Science,17/12/2033,Amazing and very helpful!,7.00
910,889,7,6,8,6,6,6,7,10,AI Workshop,Workshop,Computer Science,21/12/2033,Amazing and very helpful!,7.00
911,995,6,7,8,3,7,7,8,7,Robotics Challenge,Tech Fest,Mechanical,25/12/2033,"It was okay, but could be better.",6.63
912,757,9,5,7,9,7,8,9,1,Business Seminar,Seminar,Business,29/12/2033,Disorganized and waste of time.,6.88
913,783,5,2,8,2,8,5,7,3,Cultural Night,Cultural,Student Affairs,02/01/2034,Disorganized and waste of time.,5.00
914,420,5,8,8,6,2,4,10,3,Code-a-thon,Tech Fest,Computer Science,06/01/2034,Disorganized and waste of time.,5.75
915,790,7,5,6,2,3,1,6,6,AI Workshop,Workshop,Computer Science,10/01/2034,"It was okay, but could be better.",4.50
916,592,7,2,7,10,8,9,5,1,Robotics Challenge,Tech Fest,Mechanical,14/01/2034,Disorganized and waste of time.,6.13
917,978,6,5,8,9,6,6,2,9,Business Seminar,Seminar,Business,18/01/2034,Amazing and very helpful!,6.38
918,735,6,4,6,1,7,6,1,5,Cultural Night,Cultural,Student Affairs,22/01/2034,"It was okay, but could be better.",4.50
919,731,5,10,6,9,5,10,5,2,Code-a-thon,Tech Fest,Computer Science,26/01/2034,Disorganized and waste of time.,6.50
920,932,6,6,4,5,5,3,6,1,AI Workshop,Workshop,Computer Science,30/01/2034,Disorganized and waste of time.,4.50
921,497,6,4,8,4,6,10,1,6,Robotics Challenge,Tech Fest,Mechanical,03/02/2034,"It was okay, but could be better.",5.63
922,813,8,10,5,8,4,7,5,2,Business Seminar,Seminar,Business,07/02/2034,Disorganized and waste of time.,6.13
923,2,10,2,7,3,10,4,4,7,Cultural Night,Cultural,Student Affairs,11/02/2034,"It was okay, but could be better.",5.88
924,649,9,2,6,10,4,9,4,2,Code-a-thon,Tech Fest,Computer Science,15/02/2034,Disorganized and waste of time.,5.75
925,455,8,5,4,2,7,4,1,2,AI Workshop,Workshop,Computer Science,19/02/2034,Disorganized and waste of time.,4.13
926,593,5,3,5,3,9,10,9,9,Robotics Challenge,Tech Fest,Mechanical,23/02/2034,Amazing and very helpful!,6.63
927,206,10,8,5,4,8,9,10,6,Business Seminar,Seminar,Business,27/02/2034,"It was okay, but could be better.",7.50
928,847,7,10,5,7,1,9,10,4,Cultural Night,Cultural,Student Affairs,03/03/2034,Disorganized and waste of time.,6.63
929,233,8,7,7,7,9,2,8,2,Code-a-thon,Tech Fest,Computer Science,07/03/2034,Disorganized and waste of time.,6.25
930,87,5,10,8,4,8,10,1,9,AI Workshop,Workshop,Computer Science,11/03/2034,Amazing and very helpful!,6.88
931,333,6,3,7,6,9,9,9,1,Robotics Challenge,Tech Fest,Mechanical,15/03/2034,Disorganized and waste of time.,6.25
932,738,8,2,5,7,2,7,6,5,Business Seminar,Seminar,Business,19/03/2034,"It was okay, but could be better.",5.25
933,350,5,6,6,1,8,7,10,10,Cultural Night,Cultural,Student Affairs,23/03/2034,Amazing and very helpful!,6.63
934,805,8,8,7,10,6,2,2,6,Code-a-thon,Tech Fest,Computer Science,27/03/2034,"It was okay, but could be better.",6.13
935,700,9,8,6,1,9,6,9,1,AI Workshop,Workshop,Computer Science,31/03/2034,Disorganized and waste of time.,6.13
936,92,7,6,7,3,2,1,7,6,Robotics Challenge,Tech Fest,Mechanical,04/04/2034,"It was okay, but could be better.",4.88
937,68,5,5,8,8,7,6,10,4,Business Seminar,Seminar,Business,08/04/2034,Disorganized and waste of time.,6.63
938,746,10,5,6,7,1,1,6,1,Cultural Night,Cultural,Student Affairs,12/04/2034,Disorganized and waste of time.,4.63
939,741,7,9,7,3,10,8,10,5,Code-a-thon,Tech Fest,Computer Science,16/04/2034,"It was okay, but could be better.",7.38
940,581,9,10,8,2,5,6,7,10,AI Workshop,Workshop,Computer Science,20/04/2034,Amazing and very helpful!,7.13
941,677,9,6,6,9,1,10,7,1,Robotics Challenge,Tech Fest,Mechanical,24/04/2034,Disorganized and waste of time.,6.13
942,442,7,8,5,10,8,3,6,4,Business Seminar,Seminar,Business,28/04/2034,Disorganized and waste of time.,6.38
943,749,9,9,5,2,9,1,10,1,Cultural Night,Cultural,Student Affairs,02/05/2034,Disorganized and waste of time.,5.75
944,25,5,6,4,10,4,1,8,3,Code-a-thon,Tech Fest,Computer Science,06/05/2034,Disorganized and waste of time.,5.13
945,936,6,7,6,4,1,8,4,10,AI Workshop,Workshop,Computer Science,10/05/2034,Amazing and very helpful!,5.75
946,90,9,10,6,7,8,1,2,7,Robotics Challenge,Tech Fest,Mechanical,14/05/2034,"It was okay, but could be better.",6.25
947,715,6,9,6,5,9,1,6,6,Business Seminar,Seminar,Business,18/05/2034,"It was okay, but could be better.",6.00
948,240,9,9,7,10,5,7,1,6,Cultural Night,Cultural,Student Affairs,22/05/2034,"It was okay, but could be better.",6.75
949,13,6,6,6,3,10,7,2,1,Code-a-thon,Tech Fest,Computer Science,26/05/2034,Disorganized and waste of time.,5.13
950,126,7,4,6,4,1,5,2,1,AI Workshop,Workshop,Computer Science,30/05/2034,Disorganized and waste of time.,3.75
951,761,5,9,6,10,10,1,10,6,Robotics Challenge,Tech Fest,Mechanical,03/06/2034,"It was okay, but could be better.",7.13
952,302,8,4,6,7,1,4,1,8,Business Seminar,Seminar,Business,07/06/2034,Amazing and very helpful!,4.88
953,650,8,4,7,9,10,2,8,3,Cultural Night,Cultural,Student Affairs,11/06/2034,Disorganized and waste of time.,6.38
954,365,10,5,5,3,5,2,3,5,Code-a-thon,Tech Fest,Computer Science,15/06/2034,"It was okay, but could be better.",4.75
955,905,5,9,6,8,10,2,1,1,AI Workshop,Workshop,Computer Science,19/06/2034,Disorganized and waste of time.,5.25
956,415,9,3,5,1,8,9,9,2,Robotics Challenge,Tech Fest,Mechanical,23/06/2034,Disorganized and waste of time.,5.75
957,397,10,7,8,6,6,6,2,6,Business Seminar,Seminar,Business,27/06/2034,"It was okay, but could be better.",6.38
958,435,9,9,7,4,1,1,7,5,Cultural Night,Cultural,Student Affairs,01/07/2034,"It was okay, but could be better.",5.38
959,945,9,3,8,2,4,9,1,1,Code-a-thon,Tech Fest,Computer Science,05/07/2034,Disorganized and waste of time.,4.63
960,930,8,7,5,1,3,7,2,1,AI Workshop,Workshop,Computer Science,09/07/2034,Disorganized and waste of time.,4.25
961,687,5,9,7,9,3,1,9,5,Robotics Challenge,Tech Fest,Mechanical,13/07/2034,"It was okay, but could be better.",6.00
962,852,5,10,5,4,3,10,8,6,Business Seminar,Seminar,Business,17/07/2034,"It was okay, but could be better.",6.38
963,712,6,5,5,7,8,2,9,7,Cultural Night,Cultural,Student Affairs,21/07/2034,"It was okay, but could be better.",6.13
964,470,6,10,6,6,7,1,1,2,Code-a-thon,Tech Fest,Computer Science,25/07/2034,Disorganized and waste of time.,4.88
965,43,6,5,4,1,10,7,4,1,AI Workshop,Workshop,Computer Science,29/07/2034,Disorganized and waste of time.,4.75
966,550,5,3,7,8,2,7,7,8,Robotics Challenge,Tech Fest,Mechanical,02/08/2034,Amazing and very helpful!,5.88
967,844,8,6,4,1,1,8,10,9,Business Seminar,Seminar,Business,06/08/2034,Amazing and very helpful!,5.88
968,150,6,5,8,5,2,10,1,6,Cultural Night,Cultural,Student Affairs,10/08/2034,"It was okay, but could be better.",5.38
969,168,6,3,8,2,8,10,7,3,Code-a-thon,Tech Fest,Computer Science,14/08/2034,Disorganized and waste of time.,5.88
970,519,8,7,7,6,10,10,4,3,AI Workshop,Workshop,Computer Science,18/08/2034,Disorganized and waste of time.,6.88
971,531,9,8,7,6,3,8,3,7,Robotics Challenge,Tech Fest,Mechanical,22/08/2034,"It was okay, but could be better.",6.38
972,643,9,7,7,7,2,4,3,7,Business Seminar,Seminar,Business,26/08/2034,"It was okay, but could be better.",5.75
973,428,6,9,4,4,8,6,2,5,Cultural Night,Cultural,Student Affairs,30/08/2034,"It was okay, but could be better.",5.50
974,659,9,4,8,10,6,6,3,8,Code-a-thon,Tech Fest,Computer Science,03/09/2034,Amazing and very helpful!,6.75
975,766,10,2,4,3,4,6,9,4,AI Workshop,Workshop,Computer Science,07/09/2034,Disorganized and waste of time.,5.25
976,732,9,2,6,9,4,2,10,10,Robotics Challenge,Tech Fest,Mechanical,11/09/2034,Amazing and very helpful!,6.50
977,916,10,4,7,3,10,10,7,8,Business Seminar,Seminar,Business,15/09/2034,Amazing and very helpful!,7.38
978,979,9,4,7,10,5,2,4,2,Cultural Night,Cultural,Student Affairs,19/09/2034,Disorganized and waste of time.,5.38
979,372,5,7,7,9,3,5,10,4,Code-a-thon,Tech Fest,Computer Science,23/09/2034,Disorganized and waste of time.,6.25
980,778,9,4,8,9,8,5,7,4,AI Workshop,Workshop,Computer Science,27/09/2034,Disorganized and waste of time.,6.75
981,579,10,3,7,8,9,1,8,8,Robotics Challenge,Tech Fest,Mechanical,01/10/2034,Amazing and very helpful!,6.75
982,320,9,6,7,4,3,9,10,2,Business Seminar,Seminar,Business,05/10/2034,Disorganized and waste of time.,6.25
983,645,5,9,6,6,8,5,10,8,Cultural Night,Cultural,Student Affairs,09/10/2034,Amazing and very helpful!,7.13
984,5,6,7,4,2,3,8,10,7,Code-a-thon,Tech Fest,Computer Science,13/10/2034,"It was okay, but could be better.",5.88
985,294,7,5,4,1,6,2,9,6,AI Workshop,Workshop,Computer Science,17/10/2034,"It was okay, but could be better.",5.00
986,117,8,2,5,10,5,4,3,2,Robotics Challenge,Tech Fest,Mechanical,21/10/2034,Disorganized and waste of time.,4.88
987,555,9,2,8,7,2,1,3,10,Business Seminar,Seminar,Business,25/10/2034,Amazing and very helpful!,5.25
988,29,6,9,5,1,6,10,4,5,Cultural Night,Cultural,Student Affairs,29/10/2034,"It was okay, but could be better.",5.75
989,259,8,3,8,9,7,4,10,7,Code-a-thon,Tech Fest,Computer Science,02/11/2034,"It was okay, but could be better.",7.00
990,47,8,4,4,9,10,10,2,6,AI Workshop,Workshop,Computer Science,06/11/2034,"It was okay, but could be better.",6.63
991,678,8,10,5,2,7,4,1,7,Robotics Challenge,Tech Fest,Mechanical,10/11/2034,"It was okay, but could be better.",5.50
992,543,8,2,4,9,3,3,3,4,Business Seminar,Seminar,Business,14/11/2034,Disorganized and waste of time.,4.50
993,908,5,2,5,3,2,10,4,8,Cultural Night,Cultural,Student Affairs,18/11/2034,Amazing and very helpful!,4.88
994,586,8,2,4,9,8,8,7,7,Code-a-thon,Tech Fest,Computer Science,22/11/2034,"It was okay, but could be better.",6.63
995,98,9,9,7,2,3,3,8,4,AI Workshop,Workshop,Computer Science,26/11/2034,Disorganized and waste of time.,5.63
996,55,8,7,6,2,5,7,7,9,Robotics Challenge,Tech Fest,Mechanical,30/11/2034,Amazing and very helpful!,6.38
997,913,5,5,6,5,6,7,6,1,Business Seminar,Seminar,Business,04/12/2034,Disorganized and waste of time.,5.13
998,199,9,5,8,3,8,1,1,2,Cultural Night,Cultural,Student Affairs,08/12/2034,Disorganized and waste of time.,4.63
999,539,10,2,7,4,3,4,10,1,Code-a-thon,Tech Fest,Computer Science,12/12/2034,Disorganized and waste of time.,5.13
1000,759,7,2,4,2,1,5,9,9,AI Workshop,Workshop,Computer Science,16/12/2034,Amazing and very helpful!,4.88
